# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	1719	(Number of contigs in the input cluster)
#	N_contigs_used	1719	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
321	484273	0	0.11935	.
1073	1831645	0	0.481271	.
1074	1831662	0	2.55181	.
921	930837	0	1.11469	.
939	1022750	1	4.56962	.
920	930834	0	1.80745	.
941	1022754	0	1.47359	.
652	514484	1	27.9872	.
621	512739	1	52.359	.
705	517533	1	0.138549	.
900	841797	0	44.5501	.
899	841796	0	50.3405	.
740	518543	1	11.6252	.
737	518503	1	115.458	.
424	498106	1	91.2902	.
1648	7117388	1	20.7059	.
1025	1504264	1	12.37	.
1024	1504263	1	29.1702	.
1322	4578804	0	0.607104	.
727	518349	1	12.8933	.
209	442302	0	15.3738	.
874	787349	1	23.0497	.
967	1118267	1	14.2387	.
524	505681	0	15.2276	.
579	509219	1	0.0883229	.
1668	7150616	0	1.94587	.
1670	7150622	0	3.32038	.
1669	7150617	0	29.6922	.
759	519203	1	17.7979	.
438	498388	1	5.91935	.
10	533	0	314.958	.
477	502345	1	5.6536	.
150	377264	1	251.92	.
155	431308	1	326.558	.
741	518605	1	14.8449	.
264	469369	0	22.8564	.
614	511943	1	192.105	.
612	511783	0	210.483	.
1714	7457895	1	15.7949	.
381	493720	1	153.902	.
595	510673	0	85.6814	.
1716	7471527	0	8.5061	.
1713	7457894	0	1.18681	.
1715	7471526	0	12.7355	.
831	615374	0	26.5487	.
832	615375	1	9.4614	.
57	1573	1	59.8642	.
525	505747	0	22.866	.
457	500940	0	3.52749	.
1103	2088947	1	3.74152	.
1399	6331852	0	0.267814	.
530	505899	0	0	.
1208	3003373	0	1.68971	.
1240	3466439	0	3.01302	.
235	446236	0	11.9922	.
260	468175	1	79.5696	.
550	506984	1	142.798	.
1529	6864204	0	0.574405	.
1405	6372324	1	4.45288	.
1404	6372175	0	4.43715	.
316	483209	0	0	.
709	517712	1	81.5316	.
656	514760	0	47.2035	.
689	516837	1	68.6189	.
396	495366	1	3.90212	.
603	511169	0	6.35031	.
713	517902	0	154.409	.
521	505456	1	168.673	.
997	1247154	1	16.739	.
431	498330	1	61.9632	.
757	519097	1	398.394	.
329	485357	0	318.428	.
972	1178677	1	7.42425	.
1350	5154918	0	0	.
1370	5620877	0	0.203641	.
17	685	1	70.2603	.
483	502692	0	7.42292	.
310	483016	0	144.475	.
164	433468	0	85.4984	.
1124	2247123	0	4.02062	.
1123	2247119	0	1.59367	.
1109	2146389	1	1.97728	.
1110	2146393	1	3.30629	.
1371	5620892	1	2.41798	.
1349	5154903	1	2.14569	.
780	519987	1	836.593	.
796	520830	1	5.32931	.
220	445274	1	171.07	.
691	516894	0	184.155	.
1308	4410455	0	0.052395	.
345	487161	0	10.5607	.
609	511634	1	12.3311	.
1000	1247215	0	4.68478	.
1012	1415025	0	2.63713	.
999	1247158	1	1.21739	.
775	519913	0	363.017	.
409	496401	1	105.448	.
1418	6445656	1	2.52849	.
1417	6443791	0	13.1749	.
602	511073	1	1.10871	.
1416	6443790	0	10.1376	.
1419	6445657	1	1.14091	.
1040	1638742	0	6.27536	.
1099	2070489	1	4.30374	.
1100	2070549	1	12.6691	.
1042	1638803	0	44.5308	.
805	521462	0	97.7722	.
601	511004	1	17.7136	.
487	503047	1	57.2786	.
312	483105	0	44.4391	.
1247	3656854	0	5.95328	.
1246	3656827	0	12.3411	.
1524	6828353	1	0.0833071	.
13	612	0	6.00788	.
1232	3326963	0	0.0488754	.
962	1099908	0	3.55583	.
963	1099909	0	3.59129	.
746	518830	1	27.6417	.
616	512527	1	144.514	.
102	285071	1	38.0312	.
134	335621	0	106.541	.
458	501003	0	154.594	.
1122	2237866	1	0.0816753	.
125	317457	0	0	.
167	437660	0	1.18615	.
40	1190	1	457.744	.
1230	3326959	0	2.36148	.
1131	2325389	0	3.11423	.
347	487265	0	19.7605	.
549	506969	1	39.4067	.
575	508829	1	67.2913	.
1605	7064674	1	48.8162	.
623	512869	0	60.6693	.
694	517007	1	44.4148	.
1402	6359344	0	12.3622	.
1403	6359345	0	14.2229	.
714	517904	0	0	.
1021	1477851	1	20.1799	.
1018	1469526	1	17.7337	.
1022	1477856	0	5.13454	.
1017	1469521	1	0.199728	.
715	517911	0	238.638	.
636	513544	1	139.484	.
1422	6458705	0	28.8108	.
1428	6472174	1	15.9326	.
1421	6458704	1	25.0798	.
803	521383	0	0	.
1566	6987994	1	0.929313	.
204	441847	1	0.0432362	.
1575	7007834	1	0.349731	.
1680	7166095	0	4.07416	.
276	471163	1	122.841	.
315	483206	0	15.8994	.
578	509196	0	249.957	.
411	496415	0	164.525	.
300	481872	0	77.548	.
884	807281	1	4.8119	.
896	836817	1	2.91344	.
1211	3058370	1	0.0226019	.
776	519934	0	5587.61	.
771	519837	1	5121.76	.
1154	2531686	1	0.178311	.
966	1118266	1	13.7967	.
875	787350	1	28.9835	.
768	519706	1	535.534	.
798	521032	1	815.902	.
22	817	1	3.85775	.
156	431327	0	90.0354	.
201	441642	1	20.8952	.
107	286115	1	26.2165	.
30	991	1	360.821	.
228	445901	0	46.7751	.
295	478592	0	17.7582	.
360	491310	0	0.463733	.
1251	3761050	1	101.914	.
1252	3761051	1	139.203	.
1622	7088575	1	9.18739	.
696	517094	1	56.0966	.
516	505176	0	30.1004	.
1450	6535163	1	0.0535378	.
1224	3167726	1	0.158624	.
7	499	1	52.7633	.
672	515794	0	43.1166	.
397	495505	0	103.857	.
952	1078524	0	45.6134	.
953	1078525	0	55.2183	.
975	1182114	0	133.008	.
976	1182115	1	21.1357	.
1528	6830709	0	12.2183	.
1527	6830708	0	5.78485	.
1526	6830707	0	12.5184	.
1525	6830706	1	8.05809	.
449	500101	0	76.8879	.
423	498092	0	379.251	.
31	1014	0	201.982	.
630	513238	0	254.677	.
1609	7070731	0	5.43924	.
1608	7070618	0	24.632	.
1610	7070737	0	17.784	.
1607	7070508	1	40.384	.
152	377581	0	38.6708	.
443	498813	1	198.598	.
662	515222	1	1.89553	.
66	1749	1	29.5146	.
693	516947	0	45.3698	.
169	438788	0	29.6092	.
586	510101	1	1.75443	.
1625	7088580	1	32.0067	.
327	484705	0	0	.
488	503259	1	15.8071	.
52	1462	1	102.987	.
1218	3122012	0	0.337176	.
200	441637	1	112.637	.
673	515839	0	114.754	.
1485	6738240	0	0.940692	.
828	573690	0	0.368488	.
157	431334	0	5.47904	.
67	1791	1	240.289	.
756	519067	1	228.068	.
822	535525	1	24.1768	.
821	535524	1	23.6935	.
611	511676	0	1.02545	.
1690	7207676	0	0.347334	.
1623	7088578	0	0.116567	.
598	510879	1	115.275	.
1586	7025150	0	1.07218	.
676	515983	1	94.0097	.
450	500166	1	111.498	.
238	446279	1	202.406	.
174	439787	1	30.7341	.
782	520080	0	19.2816	.
331	485640	0	12.8977	.
293	477810	1	84.082	.
112	293729	1	110.309	.
77	244159	1	37.8502	.
84	278689	0	122.893	.
190	441459	0	3.44245	.
436	498370	0	22.0901	.
669	515642	0	55.6074	.
1617	7088488	1	7.64092	.
1619	7088532	0	0.167107	.
1628	7088719	1	4.58642	.
1481	6722187	1	3.50971	.
1480	6722186	1	3.02709	.
1479	6722185	0	29.994	.
83	277968	0	1.95664	.
1478	6722184	0	13.1936	.
1013	1415026	0	1.43397	.
588	510216	0	4.79975	.
302	481903	0	2.03743	.
236	446237	0	8.09243	.
1681	7170605	1	159.237	.
1682	7170608	0	120.293	.
1567	6987998	0	0	.
1577	7007911	1	0.885795	.
1568	6988075	0	5.16192	.
1576	7007851	1	1.5679	.
44	1286	1	91.0258	.
583	509793	1	5.78429	.
