# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	2210	(Number of contigs in the input cluster)
#	N_contigs_used	2210	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
1457	2357376	0	0.227342	.
895	514819	0	42.3318	.
314	448338	1	9.9751	.
149	284535	1	17.7416	.
1873	6471430	0	166.499	.
1870	6464937	0	146.549	.
1869	6464936	0	96.0793	.
1874	6471431	0	112.844	.
834	511903	1	5.17319	.
1509	2670370	1	5.84072	.
1397	1907843	1	2.75079	.
1396	1907840	1	0.448667	.
1510	2670373	0	2.00278	.
1314	1507750	1	3.54692	.
1268	1233710	0	15.3685	.
36	805	1	189.431	.
197	366734	0	7.10794	.
1155	689348	0	11.7746	.
1153	689270	1	0.444932	.
1154	689271	1	9.30868	.
1156	689349	0	8.10137	.
1645	4180377	0	3.10596	.
1636	4142212	1	0.411225	.
585	498488	1	1.6979	.
1644	4180374	1	7.16177	.
1637	4142215	1	7.61525	.
856	513119	0	0.159396	.
744	507715	1	31.627	.
607	500504	0	25.5031	.
615	500981	0	39.8513	.
1117	629626	0	21.2315	.
1118	629627	0	11.3728	.
2076	7088571	1	26.945	.
2079	7088763	1	22.4074	.
1234	1021964	1	10.8568	.
1229	1021958	1	33.112	.
854	513110	0	45.7856	.
1230	1021959	1	7.99442	.
1513	2732065	0	0	.
2170	7210782	0	18.6465	.
910	515463	1	81.4072	.
319	450040	1	57.2774	.
176	334661	1	108.249	.
659	503497	0	122.916	.
513	491989	0	0	.
697	505710	1	2.80398	.
581	498374	1	102.783	.
1382	1823269	0	0.530159	.
1381	1823268	1	7.51426	.
508	491324	0	2.00296	.
337	464162	1	6.49774	.
752	508027	1	18.994	.
719	506400	1	30.7454	.
960	517358	0	71.61	.
663	503770	0	62.2172	.
2038	7035548	0	11.672	.
