# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	1795	(Number of contigs in the input cluster)
#	N_contigs_used	1795	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
368	484699	0	0.141702	.
1134	2429541	1	8.84954	.
1135	2429542	1	9.67805	.
1181	2861220	0	2.07904	.
397	487151	0	6.2182	.
1306	3881274	1	9.81369	.
1308	3881279	0	0.455088	.
1461	6457915	1	3.10476	.
1460	6455955	1	1.8885	.
1462	6458009	0	11.0038	.
1459	6455861	0	14.2787	.
690	512265	0	137.126	.
386	486369	0	215.768	.
237	445554	1	7.53295	.
415	491558	0	0.971118	.
355	483321	1	75.0614	.
872	521527	0	3.36442	.
1326	4265334	1	16.5147	.
1721	7166088	1	9.46054	.
1720	7165918	1	4.39472	.
1719	7165914	0	6.30434	.
1722	7166092	0	11.5284	.
27	831	1	34.2939	.
450	496709	0	11.0591	.
1468	6470271	0	7.41093	.
1483	6520393	0	11.2122	.
1469	6470309	0	3.63671	.
100	283872	1	12.8381	.
700	512937	1	43.0578	.
1678	7121719	0	96.1672	.
1677	7121715	0	9.55261	.
6	428	0	2.89464	.
441	495988	0	7.85445	.
501	501751	1	82.3507	.
555	505661	0	31.0533	.
1003	1244805	0	11.1891	.
34	932	0	228.628	.
249	446008	1	150.932	.
337	482063	1	4.04746	.
1002	1244803	1	17.935	.
134	335385	0	5.76755	.
1421	6245280	0	45.5757	.
1423	6252966	1	28.8716	.
1422	6252965	1	40.3387	.
1420	6245279	0	54.1672	.
1245	3251141	0	1.91873	.
1056	1727475	0	1.39462	.
1055	1727416	1	7.67909	.
563	505957	0	27.2576	.
340	482370	0	57.7151	.
322	477796	0	83.5196	.
253	446222	1	26.0039	.
65	1353	1	100.074	.
1675	7120678	0	7.55237	.
1676	7120679	0	8.72786	.
1577	6871067	1	1.56616	.
1571	6860303	0	2.23774	.
1576	6871066	1	1.41711	.
728	514131	0	67.9761	.
545	505123	1	312.016	.
840	519973	0	10.7541	.
487	500464	0	36.5741	.
245	445903	0	39.7651	.
1394	6001705	1	42.8695	.
1393	6001704	1	19.5377	.
842	520002	0	49.3197	.
1339	4481626	1	2.67141	.
1117	2214684	1	8.66832	.
1340	4481657	1	18.5188	.
1294	3765496	0	14.6241	.
420	492215	1	21.322	.
1295	3765530	0	52.3603	.
274	463458	1	36.2313	.
804	518578	1	3.21522	.
1190	2909550	1	6.18363	.
1183	2866662	1	2.06752	.
1184	2866743	1	1.9099	.
462	497967	1	1.01792	.
861	521007	0	24.0569	.
62	1305	0	238.755	.
562	505955	0	10.4923	.
647	510100	0	42.5164	.
988	1138559	1	8.05671	.
989	1138612	0	0.063432	.
69	1559	0	0	.
1290	3745264	1	6.51296	.
1288	3745242	1	6.37091	.
1291	3745279	0	14.5876	.
718	513701	0	15.8835	.
1289	3745257	0	102.277	.
763	516633	1	23.5473	.
1626	7018376	0	5.40953	.
1622	7009234	0	7.89042	.
1623	7009235	0	3.72112	.
1625	7018374	0	4.65448	.
1562	6837337	0	4.28784	.
1536	6769844	0	2.79159	.
1561	6837068	1	9.10563	.
1537	6770113	1	11.8755	.
777	517170	1	1317.42	.
743	515131	0	1525.95	.
1746	7189752	1	0.00289577	.
1352	4622482	1	3.72249	.
1327	4265356	1	14.0172	.
1353	4622504	0	23.38	.
15	504	0	287.945	.
430	493898	0	57.7923	.
507	502155	1	5.47075	.
84	223278	0	4.06847	.
264	449566	0	136.083	.
1717	7165470	0	8.60742	.
1718	7165471	0	33.352	.
1716	7165464	0	47.8785	.
1157	2732018	0	0	.
1657	7101609	1	54.7015	.
1658	7101731	1	9.19998	.
584	506911	1	107.292	.
