# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	2520	(Number of contigs in the input cluster)
#	N_contigs_used	2520	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
990	513184	0	1.81624	.
768	503309	1	108.989	.
1790	3171987	0	32.8701	.
1911	4394013	0	2.68801	.
1789	3171984	0	8.21454	.
1910	4394008	1	9.20086	.
0	355	0	3613.74	.
40	999	1	642.468	.
1285	733708	1	0.292902	.
1983	5212199	1	1.58536	.
1984	5212206	0	10.6805	.
2026	5856033	0	14.6341	.
1166	519881	1	74.9725	.
621	494110	0	58.2628	.
1288	734204	1	3.80914	.
1286	733731	1	6.79556	.
1287	734203	1	7.95592	.
209	431404	1	8.17774	.
344	448262	1	52.644	.
9	481	0	12.6343	.
248	439907	0	38.4706	.
164	334963	1	36.2691	.
2337	7070946	1	11.0315	.
2339	7070948	1	79.7204	.
417	472181	1	0.0136655	.
2340	7070949	0	17.7194	.
2338	7070947	0	2.75906	.
180	366615	1	4.06654	.
1820	3499464	1	14.3658	.
1908	4382954	1	0.856008	.
1757	2902773	0	0.0224926	.
1749	2857834	1	4.8431	.
1758	2902791	1	7.72761	.
228	437310	1	1.56482	.
1750	2857851	0	0.722429	.
329	446349	1	9.25472	.
13	634	1	283	.
2054	6189363	1	0.656241	.
2053	6187169	1	3.13347	.
2055	6189380	1	5.95441	.
2052	6187151	0	3.40554	.
1955	4805399	1	1.70287	.
1952	4724449	1	18.3963	.
1956	4805425	1	23.5445	.
1953	4724475	1	1.86112	.
188	375553	1	4.96043	.
896	509285	0	4.62556	.
677	497662	0	107.021	.
743	502047	1	36.1861	.
336	446531	0	0.79973	.
1754	2881791	1	1.16852	.
1116	518412	1	71.3834	.
405	470100	1	56.5782	.
1745	2807696	0	2.50843	.
1428	1172344	1	65.878	.
1390	1058442	1	71.1685	.
723	500636	0	12.1378	.
1172	520131	1	177.624	.
778	503492	1	128.884	.
2135	6502668	0	86.4901	.
2097	6400929	0	72.8026	.
2096	6400928	0	93.8314	.
2136	6502669	0	104.164	.
2212	6775229	1	0.768622	.
2209	6772406	1	0.29958	.
2211	6775228	0	4.90687	.
1071	516657	1	38.1352	.
1001	513951	1	115.726	.
2390	7150891	1	18.5008	.
2375	7122860	0	283.612	.
2374	7122857	0	282.466	.
1940	4634011	0	3.37068	.
1950	4666769	1	0.203652	.
1938	4633983	0	1.09988	.
900	509488	1	0.23649	.
1058	516206	0	4.76622	.
156	302029	1	32.7297	.
980	512700	0	60.7548	.
2261	6920947	1	21.3565	.
2260	6920865	1	5.11665	.
2204	6721619	0	0	.
2041	6057380	0	4.29884	.
2031	5955628	1	4.29602	.
2029	5955611	1	4.75452	.
2039	6057363	0	4.32877	.
2058	6233398	1	1.03199	.
2057	6227215	0	1.89528	.
738	501929	0	356.57	.
1169	519939	0	51.0833	.
365	463160	0	24.261	.
755	503002	0	385.871	.
711	499959	0	335.965	.
819	505765	1	40.5675	.
353	452909	0	43.2619	.
1000	513948	0	29.3769	.
1155	519577	0	35.0866	.
1040	515690	1	66.9266	.
2348	7095790	0	36.5518	.
2349	7095791	0	52.2614	.
32	859	1	2350.01	.
748	502341	1	21.5139	.
562	488625	0	27.9284	.
112	272357	1	3.14113	.
152	294688	0	4.67225	.
219	433303	0	6.57325	.
855	507245	0	25.2293	.
1588	1986942	0	0.348331	.
1583	1970500	0	0	.
2418	7164845	0	8.40878	.
1030	515301	1	44.4317	.
74	1434	1	78.6671	.
2037	6017102	1	47.0712	.
2450	7203790	0	44.774	.
2452	7204091	0	34.0675	.
2448	7203491	0	110.196	.
2449	7203504	0	109.196	.
1793	3193294	0	3.5531	.
1483	1419928	0	2.75314	.
1791	3193276	0	3.84843	.
2431	7180330	0	4.66824	.
1165	519873	1	11.3785	.
524	485930	0	23.5875	.
603	492475	1	80.3914	.
1232	521941	0	103.082	.
201	378596	0	8.17768	.
1198	520742	0	33.6258	.
301	443889	1	29.42	.
666	496972	0	116.155	.
472	481971	0	229.843	.
2124	6465021	1	14.5989	.
2125	6465022	1	5.40518	.
2126	6465023	1	3.72043	.
2123	6465020	0	19.372	.
327	446281	1	6.96597	.
866	507544	0	135.502	.
718	500400	0	190.349	.
1211	521343	0	78.0856	.
2414	7164283	0	2.58535	.
14	656	0	4.62148	.
213	431980	1	23.7853	.
556	488093	1	21.2823	.
1347	945828	0	0.297748	.
1348	945829	1	9.36542	.
1349	947586	0	17.7283	.
1110	518288	1	17.5533	.
1350	947587	1	7.19054	.
629	495247	0	124.142	.
742	502029	1	16.9558	.
1999	5603203	1	5.44899	.
1980	5153811	0	0.621929	.
2000	5603249	1	8.45265	.
1557	1836239	0	0	.
2415	7164738	1	9.88076	.
1549	1808898	0	1.20703	.
19	732	0	0.451449	.
1550	1808899	1	12.0481	.
1903	4370525	0	0	.
2067	6296948	0	0	.
2244	6863296	0	5.10032	.
2243	6863271	0	5.54005	.
2242	6863270	0	6.67069	.
2245	6863299	0	8.06205	.
85	1581	1	74.1726	.
1913	4414630	1	1.95206	.
2005	5661763	0	0.118401	.
1927	4489252	0	14.646	.
1926	4489242	0	13.198	.
1901	4336966	1	10.0858	.
1473	1351104	1	10.1642	.
1472	1351042	0	14.4999	.
1536	1698300	0	4.01213	.
2220	6811346	0	39.559	.
750	502413	0	41.9657	.
325	446204	1	7.79396	.
739	501935	0	71.0567	.
366	463553	0	37.4186	.
1029	515187	1	35.093	.
1819	3498120	0	3.47244	.
1818	3498109	1	1.36558	.
1629	2192847	1	0.173501	.
1630	2192858	0	0.595565	.
960	511982	0	13.4519	.
579	491190	0	131.495	.
719	500438	1	3.74235	.
495	483251	0	59.8641	.
775	503369	0	117.322	.
788	504125	0	91.0756	.
884	508761	0	1.344	.
2447	7200803	0	0.0856007	.
2444	7197610	1	0.922668	.
2446	7200802	1	5.3733	.
706	498851	0	34.369	.
237	438850	0	23.3126	.
377	466646	0	0.232836	.
640	495957	1	11.456	.
364	462795	1	0.63872	.
333	446479	0	37.0629	.
1022	514891	0	15.293	.
1374	1013028	1	1.63207	.
1475	1375381	1	2.10465	.
370	464766	0	43.5248	.
789	504180	1	52.711	.
791	504236	0	99.8683	.
1039	515588	1	1.99211	.
2254	6916813	1	4.41961	.
944	511039	0	0.203794	.
2255	6916817	0	0.706167	.
2257	6917017	0	3.92807	.
2256	6917013	0	10.4843	.
1804	3355190	0	4.68857	.
1813	3442930	1	3.01424	.
369	464430	0	3.75746	.
1805	3355191	0	4.94068	.
1814	3442931	1	0.210008	.
605	492925	1	7.20369	.
571	490620	1	2.90464	.
2391	7151251	1	10.845	.
1005	514010	0	5.89086	.
599	492160	1	28.0133	.
733	501228	0	18.3004	.
2506	7383708	1	2.8773	.
2516	7387746	0	2.66526	.
2505	7383591	0	3.5493	.
1045	515815	1	3.12504	.
2515	7387629	1	0.610989	.
1077	516895	0	107.649	.
442	476125	0	34.5536	.
1277	675383	0	40.3836	.
1276	675381	1	29.663	.
2438	7195142	1	301.638	.
2439	7195143	1	290.819	.
195	376333	1	70.2725	.
1190	520526	1	100.926	.
2252	6894990	0	4.98617	.
2075	6326318	1	1.57672	.
1278	710556	0	0	.
2457	7204664	1	47.4152	.
2458	7204665	1	33.5219	.
736	501687	1	1.90333	.
2459	7204666	0	7.5361	.
2460	7204667	0	3.85331	.
1681	2448874	1	4.68839	.
1680	2448871	0	3.20629	.
1682	2448875	1	0.285278	.
1679	2448870	1	13.4419	.
650	496377	0	15.6383	.
645	496300	1	10.7662	.
334	446492	0	0	.
2383	7135107	1	2.64827	.
754	502600	0	22.0462	.
544	486704	1	90.2322	.
609	493379	1	91.1761	.
482	482875	1	47.583	.
860	507369	0	132.58	.
1046	515828	1	146.259	.
959	511888	0	33.3907	.
580	491202	0	16.7314	.
1014	514524	0	38.617	.
1056	516176	0	71.8655	.
1721	2684130	1	6.67367	.
1731	2713658	0	9.04155	.
1884	4127377	1	3.12989	.
1882	4071007	0	9.42745	.
1881	4070987	0	53.9829	.
240	439243	0	22.2027	.
2282	6990144	0	1.48128	.
1220	521627	0	23.7751	.
1251	576275	0	76.2661	.
1252	576276	0	39.2087	.
1253	576277	0	2.53922	.
1250	576274	0	121.095	.
1020	514797	1	125.879	.
2280	6985380	1	60.0491	.
2281	6985381	1	10.2425	.
958	511791	0	1.72636	.
1608	2100574	0	0.141133	.
1229	521872	1	33.0979	.
274	441679	1	9.58663	.
758	503071	1	47.2367	.
1917	4446283	0	3.35565	.
1776	3058381	0	3.11112	.
1919	4446297	1	2.69258	.
1775	3058367	1	18.5077	.
1916	4446272	0	12.8934	.
1918	4446286	0	13.5534	.
1774	3058356	0	16.2914	.
2035	6016248	0	7.82259	.
2036	6016249	1	53.54	.
882	508567	0	23.351	.
93	1683	0	12.1299	.
169	335454	1	190.252	.
18	718	0	263.801	.
1592	2004494	1	0.060947	.
1585	1980839	0	0	.
746	502275	0	8.00871	.
829	506398	0	4.49339	.
1921	4464111	1	0.099637	.
1920	4464098	1	0.560111	.
1971	5039565	0	0.593867	.
912	509798	0	17.2333	.
1736	2734309	0	0.977757	.
1737	2734323	1	4.00748	.
883	508624	1	133.618	.
26	820	0	363.609	.
1130	518815	0	216.978	.
2077	6331854	0	0.521438	.
2081	6343974	1	20.2903	.
2080	6343896	0	10.4921	.
1401	1095517	0	5.31046	.
323	446182	1	11.716	.
223	434545	1	10.1885	.
163	317314	0	72.3238	.
491	483172	0	34.5261	.
598	492143	0	27.7257	.
1566	1914438	1	15.3128	.
1570	1928225	1	9.18621	.
1734	2733390	0	0.92295	.
1735	2733397	0	2.11445	.
1072	516707	1	24.9132	.
116	277679	0	62.3302	.
1671	2433581	1	18.0418	.
1756	2881801	0	2.03142	.
84	1560	0	2.07037	.
1762	2912817	1	0.082192	.
1760	2912807	0	0.191595	.
1484	1419944	1	0.0136007	.
1482	1419926	1	1.44388	.
1792	3193292	0	2.24271	.
987	513120	0	0	.
2354	7117666	1	21.4385	.
50	1076	0	0.190844	.
1339	892441	0	22.1659	.
1850	3797675	0	6.29664	.
1851	3797731	0	4.19453	.
1335	890227	1	11.2043	.
71	1420	1	1730.33	.
744	502159	1	55.9869	.
1787	3161696	0	1.08768	.
1907	4382914	1	0.710557	.
1786	3161688	1	4.05248	.
1906	4382906	0	3.74078	.
1967	4961817	1	3.21103	.
696	498456	0	8.23144	.
321	446113	0	4.3543	.
1697	2498198	0	1.19533	.
1523	1625498	1	1.2925	.
1696	2498167	1	2.10362	.
1427	1172343	0	6.38219	.
1387	1058430	0	8.21519	.
1388	1058431	0	11.2215	.
1426	1172332	0	19.4848	.
282	442245	1	41.6002	.
656	496432	0	42.8705	.
1542	1778127	1	16.7285	.
1547	1794054	1	2.88517	.
1541	1778126	1	4.70943	.
1548	1794055	1	4.34655	.
1294	767241	1	4.17047	.
1291	766110	1	1.86397	.
1293	767156	1	0.632178	.
1292	766195	1	2.58752	.
787	504112	1	10.29	.
502	483793	0	9.5879	.
1227	521852	1	201.555	.
554	487642	0	62.0839	.
2092	6377811	1	14.1213	.
2093	6377812	1	3.72013	.
2091	6377810	1	0.871311	.
1117	518418	0	0.542003	.
30	856	1	27.9998	.
286	442585	1	49.6265	.
863	507403	0	18.4451	.
2336	7070370	1	5.15825	.
2150	6574735	0	8.83819	.
80	1481	1	5.34078	.
2320	7053025	0	4.22055	.
2334	7065521	0	1.22136	.
2321	7053034	0	2.08701	.
2335	7065530	0	2.56952	.
1794	3220988	0	11.38	.
1221	521658	1	25.2322	.
56	1184	1	245.328	.
2100	6430026	0	18.2562	.
2101	6430027	1	16.038	.
832	506478	1	2.2747	.
1226	521825	1	11.151	.
620	494055	0	84.6206	.
720	500470	1	65.2777	.
20	745	0	48.149	.
1197	520736	1	78.4741	.
693	498406	1	67.1081	.
356	456137	1	0.431677	.
1392	1058512	1	7.87147	.
1424	1172330	0	4.50632	.
769	503311	0	37.8669	.
337	446600	0	3.87669	.
2027	5863811	1	15.9999	.
1990	5381136	1	12.0837	.
2421	7167759	1	1.442	.
204	417772	0	68.9619	.
141	287024	1	14.2512	.
203	399342	0	23.4227	.
1924	4470656	0	1.18197	.
1897	4318920	1	8.46749	.
1925	4470657	1	19.49	.
1896	4318919	0	16.7149	.
1923	4470652	0	1.29469	.
1922	4470651	0	17.1735	.
420	472510	0	3.20279	.
1898	4318924	0	4.98038	.
1899	4318925	0	3.90928	.
2185	6681998	0	0.51595	.
2186	6681999	0	2.03115	.
2189	6699650	1	0.857162	.
2190	6699653	0	7.39003	.
350	452064	0	7.72763	.
557	488171	0	35.2239	.
1127	518734	0	13.7706	.
2042	6057381	0	20.5124	.
2030	5955612	0	23.673	.
2040	6057364	1	12.6625	.
2032	5955629	1	14.4798	.
585	491699	1	96.6543	.
393	469630	1	80.2986	.
1467	1336552	1	6.64375	.
1466	1329827	1	1.40204	.
1465	1329802	1	1.99571	.
1121	518556	1	48.6565	.
878	508314	0	135.971	.
1930	4529392	0	17.0304	.
1773	3046411	0	3.94229	.
1147	519299	1	0.438015	.
1183	520385	1	127.37	.
1685	2469988	1	0.00339443	.
2225	6816961	0	11.5223	.
2227	6816995	0	8.88751	.
2231	6828319	0	7.94171	.
663	496711	1	12.3185	.
644	496228	1	69.277	.
1013	514446	1	0.218303	.
1262	598696	0	0	.
1902	4354647	0	6.07663	.
1815	3480369	1	7.32549	.
1108	518275	0	216.835	.
294	443339	1	25.8226	.
622	494299	0	67.0154	.
1131	518833	1	367.473	.
136	285376	1	12.6548	.
256	441231	1	9.71836	.
1324	836281	0	0	.
731	501148	0	62.749	.
614	493728	0	78.9568	.
47	1040	0	155.428	.
1106	518046	0	22.7062	.
154	300488	0	44.7361	.
722	500598	0	14.5264	.
1688	2488096	1	10.3646	.
1689	2488103	1	10.0212	.
389	469443	0	12.1833	.
2466	7207775	1	48.7665	.
2465	7207774	1	6.19225	.
616	493976	0	27.033	.
1690	2492507	1	42.903	.
1693	2497867	1	67.7407	.
1691	2492537	0	69.0042	.
1692	2497837	0	89.1061	.
1267	607392	1	1.74617	.
857	507311	1	143.768	.
460	481125	0	47.3895	.
1037	515539	0	115.747	.
879	508321	0	63.0594	.
2341	7089173	0	0	.
383	467653	0	45.0351	.
291	442670	1	4.208	.
867	507562	0	114.399	.
705	498846	0	23.2264	.
126	284034	0	0	.
549	487141	1	153.894	.
394	469666	1	257.29	.
162	316073	0	51.4956	.
1751	2864686	0	2.70314	.
1476	1377808	0	8.3356	.
957	511755	1	25.7118	.
510	484626	0	17.8388	.
15	660	1	69.4105	.
1806	3367982	0	0.0035327	.
1801	3274100	0	21.2487	.
528	486267	0	54.4546	.
2241	6861701	0	17.0238	.
1199	520745	1	42.0672	.
543	486683	1	19.7821	.
773	503342	1	1.4488	.
51	1084	0	51.9987	.
2350	7098054	0	0.00655338	.
681	498103	0	315.941	.
197	377128	0	92.3661	.
363	462575	0	1.69086	.
448	477821	1	64.3411	.
869	507639	0	31.2343	.
1508	1581729	0	6.96289	.
1509	1590095	0	14.3348	.
1507	1581720	0	32.0447	.
1154	519516	0	7.71112	.
128	284360	1	0.10966	.
592	492045	1	157.403	.
523	485929	1	255.204	.
127	284173	0	141.643	.
474	482121	0	68.2248	.
973	512535	0	41.1728	.
1210	521287	1	395.314	.
113	274694	1	112.633	.
1962	4956819	1	6.49442	.
2001	5639635	0	0.937394	.
1146	519290	0	7.397	.
173	364283	0	0.8759	.
231	438045	1	4.41174	.
728	500926	0	0	.
2413	7164280	1	48.7803	.
67	1374	0	4.09352	.
2411	7164160	1	23.3222	.
41	1007	0	56.0051	.
630	495497	1	22.3288	.
859	507353	0	4.39312	.
2272	6963002	0	3.27929	.
2273	6963115	0	0.640956	.
312	445688	0	0.292109	.
466	481600	0	57.2072	.
1271	626144	1	5.85926	.
1275	671452	1	6.78896	.
1158	519731	1	451.274	.
1167	519918	1	525.889	.
138	285589	0	9.78443	.
260	441413	0	0	.
572	490686	1	18.6475	.
492	483188	0	12.5068	.
503	483892	0	82.1376	.
844	506917	1	295.389	.
1008	514104	0	19.1997	.
463	481305	0	2.95994	.
1181	520338	1	15.3576	.
2408	7161758	1	3.12012	.
2410	7161761	1	92.4911	.
2409	7161760	1	113.201	.
461	481209	0	12.7662	.
968	512425	1	8.88159	.
861	507378	1	139.677	.
408	470346	0	41.5648	.
770	503319	0	88.8147	.
1515	1601532	0	0	.
1123	518592	1	5.20805	.
1078	516983	1	140.145	.
1016	514746	0	158.805	.
849	507022	0	130.833	.
511	484718	0	42.0488	.
362	462524	0	46.6791	.
506	484406	1	61.2447	.
149	294391	0	33.5935	.
1076	516858	0	68.0904	.
1724	2697680	0	7.77923	.
2168	6642744	0	0	.
