# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	1415	(Number of contigs in the input cluster)
#	N_contigs_used	1415	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
154	442196	1	280.274	.
320	493916	0	127.284	.
853	1708739	1	43.9348	.
883	2087292	1	21.7687	.
852	1708738	0	6.10252	.
884	2087311	0	8.60389	.
1072	4357046	0	0	.
1073	4357047	1	5.61396	.
524	511635	1	59.0964	.
451	506994	1	700.731	.
1114	4746621	0	6.66354	.
870	1966639	0	2.85647	.
872	1991187	1	3.25079	.
1271	6728659	1	2.97234	.
1269	6728653	0	8.69627	.
1270	6728658	0	12.8868	.
334	495889	0	99.2784	.
249	481626	1	212.677	.
169	445808	0	120.813	.
552	513483	0	15.6448	.
1316	6953333	1	8.61707	.
1314	6953331	0	16.7095	.
1315	6953332	0	10.5224	.
205	468883	1	56.1175	.
658	519845	1	137.914	.
526	511773	0	12.8778	.
435	506047	1	1.04153	.
659	519866	0	6.30382	.
1118	4807641	0	22.6687	.
1103	4639989	0	7.0547	.
946	2726322	1	43.8848	.
945	2726248	1	42.6121	.
1308	6947618	1	4.66876	.
1305	6905781	1	1.88921	.
754	906034	0	27.9639	.
753	904448	0	30.5863	.
1215	6470784	1	27.7495	.
132	439398	1	47.3003	.
1359	7088410	0	0.527417	.
1360	7088590	0	3.51072	.
1361	7088597	1	4.94074	.
253	482137	1	1.50924	.
11	584	1	103.2	.
438	506154	1	41.9468	.
698	525070	0	32.7899	.
699	525138	0	25.9849	.
60	283448	0	9.95743	.
13	604	1	152.62	.
276	485248	0	51.2884	.
629	518414	1	111.598	.
299	490721	0	90.8995	.
566	514401	0	0	.
749	874944	0	4.5063	.
828	1610409	0	0.141997	.
236	477833	0	48.3431	.
0	261	0	92.6947	.
1330	6990643	1	67.5607	.
367	498729	0	4.81003	.
1328	6990393	1	32.6634	.
286	486734	1	29.3505	.
457	507427	0	49.9451	.
1083	4395032	1	2.42779	.
1084	4395035	1	0.629428	.
1180	6338260	0	0.551504	.
1177	6335721	0	14.3099	.
506	511005	0	13.22	.
376	499584	0	46.2276	.
23	1030	1	85.7068	.
164	444039	0	1.0688	.
379	500328	0	6.07447	.
104	375607	0	19.671	.
541	512910	1	383.029	.
687	521328	1	112.713	.
543	512995	1	226.198	.
821	1570936	0	4.64301	.
585	515898	0	64.8728	.
22	1006	1	342.487	.
235	477723	0	0.176981	.
163	444007	0	8.01749	.
520	511560	0	96.9458	.
796	1292126	0	15.9845	.
797	1292156	1	2.23686	.
863	1882915	0	6.98878	.
864	1882944	1	6.7127	.
837	1657272	1	0.416561	.
1005	3635298	0	47.781	.
456	507424	1	53.81	.
174	446158	1	27.2457	.
98	366038	0	0	.
1367	7110254	0	33.5175	.
291	487157	1	29.771	.
619	518068	1	108.068	.
477	508618	1	52.8087	.
507	511030	0	7.60843	.
410	503316	0	0	.
599	516785	1	39.4115	.
38	1508	1	680.39	.
1258	6665855	1	0.0561033	.
516	511357	0	27.2089	.
579	515551	1	83.8022	.
617	517787	0	29.1964	.
1020	3749258	0	2.87583	.
1018	3749224	0	1.14165	.
1019	3749256	0	1.48532	.
1017	3749222	0	0.34622	.
969	2991062	0	4.72244	.
638	518925	1	19.3364	.
992	3248392	1	2.25183	.
1040	3897568	0	0.673207	.
425	505198	0	0	.
968	2991060	0	0.294856	.
954	2795027	1	0.619533	.
369	498937	1	70.563	.
555	513634	1	0.00364605	.
34	1428	0	226.151	.
671	520390	0	6.10924	.
130	437897	1	0.234025	.
196	462660	0	0	.
810	1544238	1	7.69778	.
763	1011830	1	8.26417	.
