# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	887	(Number of contigs in the input cluster)
#	N_contigs_used	887	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
355	515911	1	9.122	.
174	477738	0	16.3773	.
230	494738	1	29.1018	.
25	832	1	618.07	.
772	6732466	0	1.87993	.
770	6709063	0	0.779295	.
771	6709141	1	0.0947014	.
326	512367	0	719.401	.
275	505452	1	474.606	.
796	6882214	0	6.40731	.
813	6960174	1	1.77436	.
797	6882215	0	4.02303	.
570	2554042	1	5.41111	.
515	1496470	1	16.3632	.
571	2554043	0	27.6874	.
514	1496469	0	19.3445	.
405	520513	0	280.677	.
602	3151813	0	1.37454	.
603	3151815	0	25.2011	.
179	481096	1	0.689373	.
377	517993	0	27.7732	.
150	464791	1	11.5273	.
155	469373	1	115.054	.
204	486335	0	19.7452	.
753	6582370	1	9.99385	.
752	6582369	1	4.7052	.
78	299457	1	18.5842	.
337	513759	0	39.3503	.
354	515789	1	193.624	.
333	513137	0	121.007	.
20	720	1	163.927	.
371	517405	1	21.4636	.
49	1519	0	273.273	.
67	284263	1	40.9504	.
794	6876637	1	1.60937	.
793	6876636	0	10.3451	.
791	6876632	0	15.9805	.
792	6876633	1	1.00425	.
308	510419	1	2.95451	.
423	521690	0	55.4162	.
210	490458	0	17.9586	.
846	7095786	1	26.1584	.
847	7095787	1	55.5738	.
223	492899	0	9.68263	.
315	511438	1	31.1866	.
182	481656	1	176.561	.
105	436482	1	72.0515	.
695	5822875	1	0.335018	.
692	5822862	0	1.05865	.
675	5132169	0	0.152137	.
674	5132158	0	6.39393	.
677	5132173	0	7.40036	.
691	5822858	0	2.99574	.
694	5822873	0	4.10198	.
282	506390	0	94.6859	.
56	1756	0	21.4135	.
61	274833	0	12.5982	.
176	478567	0	32.54	.
144	451519	0	32.3917	.
47	1356	1	0.586294	.
54	1644	1	163.565	.
415	521146	1	38.5886	.
824	6994036	0	1.78325	.
537	1989687	1	0.809599	.
532	1967065	0	0.495521	.
531	1967055	1	6.11473	.
399	520104	1	7.90517	.
335	513355	1	179.103	.
196	484333	1	24.8487	.
58	242286	0	212.787	.
708	6294703	0	3.14747	.
707	6294700	0	17.3983	.
402	520305	1	4.35236	.
803	6909281	0	0.809872	.
817	6970139	0	1.48395	.
123	443720	0	7.85257	.
153	467990	0	5.91171	.
45	1299	0	368.655	.
485	1011438	1	0.474472	.
697	5934237	1	2.54534	.
358	516042	0	16.8639	.
147	459687	0	11.4805	.
27	971	1	327.662	.
231	494958	1	2.02072	.
283	506451	1	10.7251	.
396	519931	1	50.5121	.
206	487088	1	30.1785	.
654	4216059	0	3.5457	.
653	4216025	1	9.09761	.
668	4746655	1	4.86332	.
15	627	0	85.3948	.
186	482818	1	16.7333	.
35	1152	1	158.719	.
524	1820692	1	8.35796	.
525	1820693	1	1.84956	.
66	283958	0	11.6962	.
345	514727	1	106.553	.
243	498366	0	166.719	.
96	377320	1	25.9433	.
853	7124091	0	25.1207	.
852	7123889	0	12.8349	.
854	7124096	1	15.5031	.
229	493970	1	105.549	.
184	482794	1	2.6732	.
369	517318	0	80.4513	.
589	2956739	1	6.75343	.
212	490816	1	9.22639	.
288	507687	1	9.79992	.
507	1332555	0	0.845516	.
494	1220427	0	8.41509	.
305	510201	0	0	.
320	511968	1	11.3605	.
373	517622	1	112.118	.
0	334	0	1160.19	.
586	2909558	1	5.21332	.
580	2866751	1	5.15923	.
579	2866670	1	0.00123519	.
564	2454427	0	0.327969	.
565	2454448	1	0.873882	.
558	2388375	1	6.18178	.
185	482797	1	212.292	.
86	335459	1	205.833	.
113	440933	1	102.034	.
135	446322	0	27.1593	.
844	7082722	1	6.67464	.
683	5460834	0	0	.
684	5460844	0	4.61525	.
421	521624	0	44.1247	.
408	520552	0	10.2041	.
281	506370	1	155.099	.
669	4961508	0	0.633738	.
103	433441	1	25.6716	.
164	471387	0	120.755	.
682	5249420	1	2.15148	.
655	4261651	1	8.17934	.
599	3097862	0	3.59649	.
600	3097875	0	7.60838	.
656	4261665	1	1.16693	.
157	469867	0	0.736538	.
36	1167	1	24.693	.
232	495002	1	2.31723	.
256	501706	1	28.997	.
834	7010508	0	38.6833	.
825	6995914	0	1.14914	.
828	6995917	0	1.09715	.
826	6995915	1	5.7154	.
833	7008860	1	12.5219	.
239	497057	0	0.0022157	.
397	520065	1	42.2	.
91	366036	1	69.9784	.
294	508512	1	59.1616	.
329	512563	0	4.73386	.
871	7192232	1	1.39309	.
83	334879	0	4.95812	.
263	503080	0	56.1598	.
805	6926623	1	73.4649	.
804	6926622	1	27.1402	.
436	632271	0	8.56491	.
433	632268	0	62.901	.
434	632269	0	50.484	.
435	632270	1	44.7383	.
339	514057	1	106.736	.
773	6733169	1	0.00254246	.
628	3815780	0	3.87692	.
152	466431	0	40.3902	.
438	632273	1	68.5262	.
437	632272	1	1.76718	.
378	518360	0	0	.
160	469924	0	12.2288	.
74	293439	0	14.9003	.
830	7007912	1	15.9594	.
820	6988016	1	7.15945	.
821	6988076	1	13.0291	.
829	7007852	0	3.8948	.
75	293622	0	0	.
658	4275763	1	10.6526	.
519	1686097	1	12.1121	.
842	7049782	1	1.12902	.
843	7049784	1	21.3287	.
413	521024	1	4.59326	.
520	1686145	1	20.448	.
657	4275715	1	14.0038	.
466	868265	0	21.2385	.
465	868264	1	24.3878	.
116	441502	0	20.0818	.
161	470490	0	86.2738	.
298	509186	0	7.64683	.
88	335505	1	74.6012	.
241	497270	0	60.5695	.
328	512539	0	0.0737835	.
214	491577	1	75.2026	.
68	284652	0	62.297	.
381	518665	0	17.3918	.
278	505871	0	30.4112	.
242	497348	1	146.971	.
130	446075	0	5.67522	.
478	964616	0	49.8974	.
477	964613	1	0.431654	.
806	6926624	1	19.1809	.
386	519078	1	43.4257	.
348	515113	0	72.0467	.
314	510933	1	51.5426	.
262	502919	1	149.286	.
334	513333	0	68.0632	.
258	502041	0	0.232846	.
33	1122	0	17.7238	.
613	3493782	0	0.0394557	.
611	3490202	0	0	.
662	4452047	1	20.1376	.
593	3001413	0	8.67928	.
594	3001457	1	3.48818	.
292	508154	0	441.144	.
127	445293	0	183.543	.
151	464860	0	18.5212	.
590	2956741	0	1.05846	.
120	441860	0	34.3725	.
393	519710	0	76.0709	.
55	1723	1	1.35956	.
353	515736	1	0.862197	.
64	283805	1	6.10023	.
101	432600	0	21.3504	.
112	440880	1	17.1816	.
372	517551	1	9.32541	.
187	482837	0	17.2652	.
220	492167	0	52.6948	.
114	440964	0	76.4462	.
414	521080	0	133.348	.
284	506958	0	36.2564	.
271	505189	1	15.7818	.
388	519142	1	7.02905	.
191	483014	1	9.36601	.
218	492021	1	21.3322	.
672	5115005	0	3.27032	.
696	5934180	1	0.011175	.
367	517196	0	2.61153	.
341	514266	0	12.1132	.
59	245513	1	28.1573	.
224	493079	0	43.9376	.
301	509512	1	49.9546	.
849	7096717	1	66.4145	.
848	7096716	0	0.842528	.
548	2230984	0	0	.
190	482992	0	75.2329	.
385	519056	1	53.3706	.
750	6581252	0	17.9364	.
745	6539857	0	25.1309	.
746	6539922	0	66.5536	.
749	6581187	0	69.3699	.
65	283956	0	0	.
666	4651209	0	2.29194	.
665	4632774	0	2.2787	.
57	1757	0	1.35266	.
693	5822871	0	0.0214532	.
788	6876595	0	4.62049	.
789	6876596	0	6.08261	.
787	6876594	0	0.911434	.
790	6876597	1	3.01927	.
285	506998	1	28.3335	.
383	519021	0	24.5191	.
472	916363	0	1.21327	.
76	294018	0	0.99547	.
217	492006	0	6.15963	.
252	500173	1	36.837	.
886	7411207	0	14.9796	.
885	7411206	0	8.21121	.
111	440803	1	13.5257	.
12	577	0	132.987	.
459	841386	1	34.0262	.
577	2818756	1	7.15432	.
518	1594498	1	7.68938	.
517	1594488	1	7.11845	.
578	2818766	1	4.85718	.
276	505739	1	79.1797	.
398	520093	0	13.4067	.
290	507871	1	29.2593	.
171	474819	0	268.809	.
300	509327	1	33.5864	.
84	335034	1	3.23958	.
125	444070	1	32.7588	.
219	492034	1	64.9266	.
686	5510591	1	71.2591	.
685	5510590	1	48.7219	.
546	2218556	1	0.673586	.
664	4625660	0	12.8045	.
352	515691	0	38.3673	.
92	366432	1	10.2357	.
426	522240	0	14.9562	.
95	376445	1	40.3234	.
10	567	1	91.5181	.
851	7116183	1	4.09137	.
850	7116182	1	7.00869	.
530	1904115	0	30.6098	.
172	475832	0	85.8734	.
80	314274	0	51.0033	.
69	284898	1	19.1106	.
306	510209	0	21.5024	.
63	278604	0	0	.
559	2388396	1	1.02627	.
338	513871	1	224.688	.
85	335394	0	148.335	.
567	2460991	0	6.52398	.
225	493365	1	109.025	.
117	441556	1	40.2663	.
118	441558	1	4.73039	.
41	1253	1	111.01	.
444	659676	0	0.00381782	.
617	3536386	0	0.0161816	.
616	3536340	0	0.189636	.
660	4370562	0	0	.
703	6193124	1	23.7449	.
702	6185952	1	20.4815	.
189	482982	0	21.215	.
343	514466	1	107.815	.
482	991111	0	5.93903	.
504	1314376	0	3.34243	.
