# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	2188	(Number of contigs in the input cluster)
#	N_contigs_used	2188	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
799	511362	1	6.80585	.
379	474397	1	10.5169	.
819	512305	1	61.5152	.
514	494329	1	61.3494	.
468	486754	0	13.4622	.
427	483041	0	3.34552	.
73	1328	1	235.567	.
707	507423	0	249.881	.
596	501429	0	28.6854	.
2001	6927833	1	4.70938	.
2000	6919492	1	0.83174	.
1540	2686276	1	5.95141	.
1543	2706660	1	7.93723	.
1541	2686278	0	3.33082	.
1542	2706658	0	2.77662	.
5	437	0	232.872	.
644	504503	1	1.45928	.
54	1127	0	54.9102	.
1694	4650449	1	0.0208282	.
1681	4513428	0	0	.
1675	4382369	0	3.43274	.
175	366411	0	161.73	.
391	476051	0	54.2642	.
2134	7170329	0	12.2611	.
2133	7170327	0	15.6048	.
883	514892	1	9.19851	.
528	495652	0	39.7586	.
490	491664	0	11.4328	.
266	441901	1	18.8731	.
421	482786	0	4.12816	.
977	518048	0	6.34029	.
993	518469	0	0	.
1578	3156404	1	4.65937	.
1673	4343460	1	9.57108	.
1579	3156440	1	22.0757	.
372	472205	0	25.3298	.
1964	6811727	1	18.1562	.
1951	6772288	1	3.50657	.
1963	6811726	0	1.78047	.
1952	6772289	0	1.84231	.
293	445502	0	5.41622	.
1111	577760	0	2.02818	.
1307	1229458	0	15.1141	.
570	499086	1	10.1147	.
238	438661	1	12.098	.
113	245646	1	12.6359	.
75	1363	0	569.953	.
207	427700	1	16.4895	.
1798	6342037	0	0	.
1976	6842799	0	13.3442	.
1974	6842795	1	22.9338	.
1975	6842798	1	16.1349	.
1973	6842794	0	18.2008	.
1017	519184	0	76.7636	.
989	518378	1	108.679	.
538	496329	1	51.3567	.
353	469653	1	57.8216	.
1021	519406	1	1659.53	.
1031	519627	0	1636.29	.
159	317321	1	5.25153	.
1393	1716968	0	0.521533	.
1223	904384	0	2.83989	.
1225	904402	0	32.1629	.
602	501960	0	18.9055	.
1082	521600	0	4.38628	.
1236	930917	1	0.279404	.
1008	518824	1	41.4544	.
142	291697	0	49.1865	.
2045	7032866	1	1.92361	.
2048	7034031	1	2.21338	.
965	517740	0	0.000277005	.
2046	7032959	0	1.42703	.
2047	7033938	0	1.69834	.
1807	6404771	1	2.43436	.
1804	6401324	1	6.35141	.
1808	6404838	0	0.798644	.
1803	6401257	1	7.15974	.
866	514046	1	137.737	.
48	1023	0	55.0107	.
192	375849	0	53.0481	.
584	500423	0	2.21635	.
635	504186	1	10.9028	.
191	375750	0	96.1531	.
1985	6871528	0	1.48637	.
1986	6871529	1	4.17981	.
554	497556	1	4.80145	.
516	494556	1	109.195	.
9	488	0	112.956	.
1612	3762839	0	29.4291	.
1320	1279721	0	26.1696	.
1319	1279720	1	4.91065	.
1317	1279718	1	5.59862	.
1318	1279719	0	4.95679	.
1512	2528474	1	2.13165	.
2154	7215264	0	79.1766	.
2156	7215426	0	38.5329	.
2155	7215280	1	8.49876	.
914	515949	0	81.5671	.
1041	519911	0	11.8732	.
2073	7069924	0	2.00278	.
2074	7069961	1	3.71867	.
1577	3124931	1	1.3125	.
1576	3124930	0	2.16574	.
1592	3405706	1	4.47565	.
1593	3405707	1	1.19594	.
482	490397	1	16.1242	.
908	515700	1	56.4581	.
1324	1293567	1	11.2248	.
1323	1293566	1	14.0755	.
399	478439	1	104.533	.
842	513181	0	273.988	.
416	481603	0	7.63613	.
765	510066	0	80.9621	.
1917	6673607	0	21.3717	.
1908	6650746	0	14.7996	.
1916	6673606	1	11.1622	.
1909	6650747	1	2.65323	.
466	486712	0	141.882	.
559	498049	1	188.511	.
633	504038	0	283.849	.
409	480643	1	7.68268	.
36	824	0	46.9583	.
872	514282	0	5.18948	.
1157	689351	1	14.5306	.
1156	689350	1	7.51716	.
1154	689272	0	0.0515306	.
1155	689273	1	8.65596	.
97	1633	0	39.3967	.
315	448334	0	383.106	.
327	461490	0	456.451	.
1889	6599639	1	10.7529	.
1876	6578018	1	3.95672	.
1888	6599638	1	10.1926	.
1877	6578019	1	5.10314	.
520	495174	1	147.775	.
578	499946	0	164.982	.
1658	4158753	1	16.0866	.
1655	4126342	0	7.20884	.
1657	4158718	1	7.89274	.
1656	4126377	1	1.89948	.
464	486655	0	2.87417	.
867	514053	0	28.1531	.
1683	4536630	1	1.85259	.
1362	1458709	0	2.72654	.
1032	519651	1	169.6	.
981	518130	1	244.012	.
76	1379	0	1.27775	.
974	517912	0	105.122	.
1078	521388	1	70.3048	.
395	478184	0	63.1597	.
503	493364	0	0	.
400	478509	0	8.73165	.
204	427306	0	13.8315	.
825	512594	0	11.6207	.
958	517562	1	320.088	.
658	505113	1	101.941	.
848	513347	1	21.1243	.
1343	1365956	1	8.00515	.
319	450058	0	21.5544	.
437	483580	1	220.937	.
337	463629	0	6.31301	.
708	507489	1	10.6242	.
1302	1203471	0	0.406886	.
1303	1214797	1	11.1608	.
1018	519288	0	28.7716	.
579	500049	0	6.43133	.
1145	672757	1	1.75523	.
1144	672754	1	1.98839	.
1332	1335396	1	2.96077	.
1333	1335397	0	2.04259	.
938	516747	1	12.2239	.
220	432722	0	25.8738	.
820	512417	1	51.9995	.
667	505479	1	35.2198	.
715	507807	0	89.6451	.
1081	521599	0	1.50276	.
1109	566313	0	2.80677	.
1108	566312	0	0.581195	.
784	510703	1	45.8549	.
105	1828	1	99.9187	.
92	1542	1	122.549	.
815	512058	0	249.972	.
553	497352	1	14.8612	.
1176	739362	0	3.54358	.
1172	726990	1	3.62734	.
1173	727013	1	3.90822	.
483	490590	1	109.624	.
240	438770	1	161.447	.
666	505464	0	67.9764	.
