# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	958	(Number of contigs in the input cluster)
#	N_contigs_used	958	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
229	486665	0	8.62571	.
120	442563	1	167.188	.
324	506525	0	145.331	.
914	7102377	1	33.8482	.
913	7102376	1	35.2512	.
214	484455	1	2.20442	.
669	3719125	1	2.22949	.
668	3719124	0	3.68082	.
246	492447	1	23.0319	.
259	496222	1	83.1234	.
354	510168	1	95.3878	.
43	276968	1	0.712273	.
470	521372	1	29.7264	.
712	4257631	0	5.25531	.
295	501794	0	134.637	.
462	520504	1	178.91	.
168	470488	1	17.4327	.
350	509803	1	43.7232	.
650	3462120	0	7.98681	.
651	3462121	1	0.32022	.
475	521904	1	169.476	.
429	517924	1	106.416	.
107	439953	0	18.1342	.
469	521305	1	78.7186	.
815	6699979	1	143.434	.
31	1755	1	0.348574	.
814	6699978	1	288.86	.
813	6699977	0	93.5383	.
449	519316	0	3.48988	.
812	6699976	0	78.0178	.
452	519572	0	195.277	.
28	1688	1	124.327	.
304	504082	1	0.0511784	.
597	2378896	0	0.324149	.
598	2378897	1	3.84339	.
175	474643	1	33.9916	.
265	496624	1	27.9447	.
625	2986826	1	0.802755	.
737	4851170	0	1.25542	.
889	7049786	1	0.471983	.
888	7049783	0	1.35605	.
447	519270	0	21.6001	.
116	441568	0	33.6114	.
556	1332556	0	1.263	.
551	1206604	1	12.7438	.
312	505132	1	2.40474	.
811	6694316	1	8.00173	.
552	1206605	0	0.377945	.
226	486606	1	14.3913	.
161	469617	1	220.963	.
223	486143	0	10.2893	.
228	486664	0	200.367	.
623	2973174	1	0.278047	.
200	482685	0	28.9419	.
471	521457	1	34.908	.
415	516628	1	4.20884	.
540	1131828	0	1.71949	.
54	285426	0	5.3696	.
172	472234	0	27.3121	.
218	484695	1	50.6788	.
22	1271	1	72.9363	.
240	491937	1	26.9914	.
436	518325	1	41.7937	.
417	516750	0	521.566	.
144	451689	0	155.658	.
359	510619	0	79.91	.
281	500010	1	12.1464	.
422	517005	0	17.4178	.
344	508858	1	75.7336	.
105	439016	1	4.03564	.
102	437198	1	0.353355	.
45	281763	1	24.8672	.
844	6883486	1	14.9807	.
845	6883487	1	25.6765	.
843	6883290	1	16.5692	.
393	514553	0	55.782	.
294	501577	0	44.4271	.
12	800	0	101.439	.
420	516862	0	241.073	.
406	515958	1	494.02	.
499	751464	1	2.16629	.
580	2016482	0	3.4401	.
794	6520355	1	0.318944	.
722	4466661	0	9.6246	.
581	2016498	1	59.002	.
158	469472	0	70.1853	.
47	282965	0	38.9675	.
282	500135	1	94.366	.
474	521810	0	24.9965	.
696	4061070	0	0.358985	.
694	4061062	1	1.91509	.
687	4010260	1	1.72539	.
699	4068355	1	11.0019	.
682	3931707	1	27.5151	.
681	3931706	1	21.344	.
698	4068354	1	12.0996	.
492	659671	1	1.8053	.
491	659670	1	1.63799	.
490	659627	1	0.972885	.
384	513850	0	1.66608	.
489	659622	1	1.28775	.
572	1824599	1	0.366659	.
24	1466	0	8.22279	.
728	4600990	1	6.03336	.
729	4601018	1	2.88154	.
671	3745241	0	0.340793	.
260	496256	0	2.08028	.
670	3745240	0	1.37306	.
632	3065777	1	3.34055	.
574	1868998	1	6.10774	.
52	284962	0	0.594547	.
631	3065754	0	5.87275	.
575	1869021	0	0.699977	.
930	7164299	1	8.79138	.
929	7164298	0	9.93979	.
511	836280	1	0.460593	.
389	514254	1	18.1162	.
329	507134	0	79.7526	.
328	507128	1	105.458	.
286	500462	0	14.5694	.
134	446311	0	248.585	.
155	466612	1	290.237	.
38	244150	1	36.1849	.
270	497166	0	93.1296	.
187	478048	1	95.1725	.
130	446133	0	44.5773	.
448	519304	1	6.70555	.
587	2166641	1	2.86818	.
565	1671134	0	0.341794	.
633	3158436	0	1.99442	.
634	3158438	0	7.17689	.
166	470390	1	38.5581	.
401	515747	0	14.4277	.
639	3251652	0	3.01574	.
640	3251663	0	5.00495	.
267	497075	1	22.4095	.
430	517932	1	7.06953	.
272	497414	1	30.8188	.
307	504381	1	36.2627	.
112	440853	0	29.3131	.
